968	1864	666	426	1040	2004	680	835	2013	169	1925	675	759	1715	1098	828	375	1727	1725	304	1398	435	1270	544	2020	1280	1176	682	973	1233	845	1745	1538	1088	851	84	1408	31	233	680	529	2075	922
1729	1913	794	1547	1484	1058	1238	1542	31	49	944	1810	1309	492	1269	1084	102	1818	1772	209	1286	1064	440	1514	996	105	1599	1725	576	76	1008	213	1095	820	1350	964	2025	36	1184	1404	1476	304	41
1803	0	1959	196	69	431	1310	1911	898	1206	71	1190	593	285	1931	1660	448	1450	63	1915	872	2084	1770	1346	759	1371	1025	1922	1723	1268	107	1163	1604	1127	1037	1644	109	1980	221	984	378	560	1746
787	1500	1626	1490	1849	1968	1103	360	799	2020	1561	1677	259	474	605	1334	217	392	1801	1307	254	1139	879	289	1473	1135	34	1526	1608	53	268	808	1724	10	410	894	188	1257	632	1069	1613	167	2047
303	242	1221	1405	1328	1458	1192	906	555	559	1472	1723	165	370	114	1471	765	1586	1766	479	1161	1205	1932	2047	432	707	1662	614	1584	859	595	532	430	430	901	159	1383	876	1923	1604	749	1888	251
258	0	536	895	2062	174	1553	1579	1714	1620	1486	92	1936	712	147	1807	1501	0	981	352	2001	2014	1703	127	506	1088	0	780	221	0	1355	226	1822	1802	1701	783	741	1518	408	1332	1469	2003	1277
1329	641	1979	474	1334	884	1338	0	102	1762	1898	453	1086	489	75	1872	2043	1294	648	618	717	1036	654	1991	1354	776	484	298	1777	941	700	1958	1475	1412	2058	1829	1020	1953	1569	1390	769	243	796
1751	1367	1636	1051	1020	375	1362	52	1269	937	1144	1468	1188	773	1884	485	839	597	1557	466	0	1090	797	590	1198	963	2071	670	579	342	1010	1860	1655	1126	1003	1503	1003	337	1245	1771	1099	133	909
1612	1515	941	166	256	1621	1927	1186	602	1924	429	1047	323	104	1276	153	483	0	101	1387	902	1085	687	1576	1219	2052	1144	1805	683	1784	1164	1532	768	961	2028	1805	939	1640	1071	1108	471	0	324
145	94	236	467	262	1868	542	1791	2033	1502	765	1312	1074	1337	97	2019	1519	1838	541	386	1643	2044	1313	29	1827	1572	135	485	247	1984	2008	470	1867	799	722	265	396	947	694	120	51	1712	6
1752	1429	2089	547	163	135	1781	820	1783	1353	148	981	1939	751	2017	1426	1235	247	1100	530	1850	1278	591	637	58	500	46	207	1920	703	901	403	1373	1403	240	431	0	1288	1998	1684	1327	235	37
259	237	128	187	1244	5	1422	927	1048	1837	1844	495	310	442	929	1903	1069	824	932	1446	1793	305	4	1395	1165	368	749	606	358	617	51	1977	673	205	893	465	484	1774	566	1997	1246	1939	1409
1006	578	1	1831	1397	1483	1765	234	415	129	1930	295	264	1607	785	1866	1833	1066	915	22	1393	1828	1004	1419	431	25	1581	818	164	196	1716	923	1964	629	1782	1710	1443	613	1673	1523	994	2056	1554
412	207	786	388	1262	1512	665	532	1062	283	871	261	1631	649	320	554	2083	1444	1700	1460	1367	2081	1448	1021	704	1961	950	1000	968	953	997	718	922	1358	700	1081	1977	1821	137	450	793	1642	507
1640	1781	1767	1596	1544	584	1029	1344	1042	1613	737	89	1806	1170	2031	1731	1464	30	494	294	839	1939	220	1229	600	1322	797	363	853	0	1372	584	473	1033	1310	637	1645	777	689	339	194	663	-1
-2	7	1113	1907	626	251	411	1354	1969	735	300	2087	897	1788	1496	1228	1804	850	84	918	676	190	1896	96	129	446	1576	1359	1862	1646	1832	1250	986	569	922	775	1884	1328	1180	986	1614	1447	-1
-2	1513	1386	1296	45	1045	1050	1879	1171	223	1766	658	543	992	1594	76	0	1655	316	933	312	934	1	1135	1414	1790	354	719	495	0	2028	645	729	490	1420	852	572	667	131	2065	1137	-1	-1
-2	-2	720	1923	1132	1272	187	1521	566	118	1400	905	338	357	339	1656	2079	0	622	1185	1537	1740	380	1568	2042	897	72	562	463	1663	888	501	1776	277	355	586	1117	944	837	581	423	-1	-1
-2	-2	458	1397	273	234	2021	994	356	1685	620	1042	205	1993	418	1376	1488	1874	27	1674	482	191	534	1095	652	1479	1102	0	1255	2043	1474	157	1217	1749	36	1354	916	274	1240	552	-1	-1	-1
-2	-2	-2	158	1566	2044	55	724	1938	663	1697	1358	1147	1122	1978	1100	678	1128	1721	1040	1827	1885	507	138	1735	269	1485	0	1988	269	842	1314	664	607	792	1986	959	679	1664	449	-1	-1	-1
